(500, 70.39848216165294)
(500, 69.55987036038599)
(500, 72.89368131726316)
(500, 69.14296617525682)
(500, 74.10768285143398)
(500, 70.75031748981071)
(500, 73.60145472571342)
(500, 71.7263900504724)
(500, 72.30226510971085)
(500, 70.02166790936973)
(500, 70.1034521592621)
(500, 71.33638800188892)
(500, 69.11042507479802)
(500, 69.59763504071333)
(500, 71.75779050007422)
(500, 69.50436837346204)
(500, 71.23882524594367)
(500, 70.32081985102135)
(500, 75.32641765693809)
(500, 72.20613903500283)
(500, 73.49916466017484)
(500, 70.82246736994567)
(500, 70.82812717901048)
(500, 72.30776862858811)
(500, 69.50932686025884)
(500, 70.26185237313362)
(500, 73.60426533869477)
(500, 71.0073995071583)
(500, 70.5788106342544)
(500, 71.42952734848623)
(500, 70.51562488133175)
(500, 73.38956411983048)
(500, 71.67029301794116)
(500, 71.05558116665243)
(500, 71.96451980281984)
(500, 73.69526056467477)
(500, 71.28268373538818)
(500, 71.27890721078496)
(500, 73.33152661530848)
(500, 73.26008115508866)
(500, 74.60367657972412)
(500, 70.18201888188807)
(500, 70.03892612075153)
(500, 72.4721284657631)
(500, 73.29682293576244)
(500, 70.77883046060634)
(500, 72.74738426460017)
(500, 70.85483715749717)
(500, 70.1853611000079)
(500, 69.8068414502537)
(500, 71.20243317713718)
(500, 72.3271051720554)
(500, 73.88302362690384)
(500, 74.04778008468611)
(500, 71.5194393476225)
(500, 69.41150219341564)
(500, 73.05571705495979)
(500, 73.66979613328682)
(500, 73.23501149129001)
(500, 71.79263094711324)
(500, 70.11064168687204)
(500, 74.61601980388085)
(500, 71.21720193825945)
(500, 71.51399680133976)
(500, 69.9035494043972)
(500, 70.96821087425106)
(500, 70.33073292530408)
(500, 71.23168716082978)
(500, 73.40246960464897)
(500, 72.37596707373466)
(500, 71.93216099367596)
(500, 71.09753491132876)
(500, 74.8163769449971)
(500, 70.42152744144475)
(500, 71.54720689276238)
(500, 74.14479525835591)
(500, 71.56482851832926)
(500, 72.94798179834794)
(500, 73.28353275514448)
(500, 70.73421842769112)
(500, 70.01870006507627)
(500, 73.14103542001003)
(500, 70.5970093471581)
(500, 72.47818500932605)
(500, 70.79278668761144)
(500, 72.17457182694564)
(500, 71.26762682294205)
(500, 70.83539477242901)
(500, 70.13396709165922)
(500, 72.55134215401426)
(500, 71.88398645081055)
(500, 74.44939514959027)
(500, 71.92830924721969)
(500, 69.49398792784922)
(500, 70.84238931064795)
(500, 76.34895386388595)
(500, 72.24691494450288)
(500, 70.4966706155294)
(500, 71.90309115767252)
(500, 72.67136215236296)
(500, 71.97769602292804)
(500, 73.56890718683918)
(500, 66.43941942142035)
(500, 72.09940267721782)
(500, 70.13960481303995)
(500, 70.50364365331409)
(500, 68.09890596577675)
(500, 74.59284485900614)
(500, 70.8775989547936)
(500, 70.623352859218)
