(10, 62.10725049233861)
(10, 68.17266759914415)
(10, 70.38143274537853)
(10, 56.47434153062151)
(10, 59.25414882242224)
(10, 64.05532117694501)
(10, 67.03795841361475)
(10, 50.12098805592685)
(10, 85.8771714992063)
(10, 60.639574017739506)
(10, 79.78115542844405)
(10, 81.47577830399743)
(10, 49.18650596740978)
(10, 80.5548249547912)
(10, 73.25369282813928)
(10, 52.41132014410306)
(10, 57.368974879004625)
(10, 74.54124477175858)
(10, 73.69055035680502)
(10, 72.12564083201018)
(10, 75.79875669930891)
(10, 76.48676376084597)
(10, 80.36940603867994)
(10, 82.64474719093212)
(10, 87.66014308086379)
(10, 74.57815204246914)
(10, 77.50770339957685)
(10, 76.06627862401601)
(10, 66.07847420396752)
(10, 63.95258092571678)
(10, 51.037653976347805)
(10, 59.00414038250447)
(10, 68.91251161508269)
(10, 55.24692700372602)
(10, 93.29674883174837)
(10, 89.51347942052786)
(10, 82.03708282961662)
(10, 80.27412672631259)
(10, 55.6161508959828)
(10, 95.01430230994058)
(10, 71.27090331713366)
(10, 65.29921707449941)
(10, 55.872306104103586)
(10, 47.29711178240261)
(10, 62.5102375376387)
(10, 69.13950329826048)
(10, 60.52349640444061)
(10, 48.93760445643882)
(10, 85.18524850388978)
(10, 65.49099273928228)
(10, 70.54011970598144)
(10, 84.89434573170591)
(10, 74.59507011152614)
(10, 58.97273891831763)
(10, 56.60543413770739)
(10, 61.852493949527)
(10, 77.91213974683255)
(10, 78.94280439770685)
(10, 70.02340205255902)
(10, 59.05591989395619)
(10, 96.66753753672101)
(10, 80.08215205045852)
(10, 79.53355967379665)
(10, 70.15006693938672)
(10, 42.612059165772294)
(10, 82.2602120209655)
(10, 94.96807406300306)
(10, 78.03812998399046)
(10, 64.0396044391625)
(10, 50.818967711904044)
(10, 74.08116760133387)
(10, 61.69330394792986)
(10, 63.89805461479007)
(10, 73.58202037433799)
(10, 66.01197091878527)
(10, 79.6649537572788)
(10, 67.77146203609355)
(10, 72.4800119122285)
(10, 84.74191404025291)
(10, 73.71156402429662)
(10, 86.41361956149954)
(10, 68.32292733857096)
(10, 66.13356092980501)
(10, 78.21010927123625)
(10, 83.15335275813433)
(10, 74.72213950798223)
(10, 61.03172072563423)
(10, 86.15992945652354)
