(30, 77.31894480759159)
(30, 72.53951908750572)
(30, 65.84137482681822)
(30, 56.99296505079738)
(30, 72.22710370972565)
(30, 74.3049845673748)
(30, 74.53095679109177)
(30, 74.84299753070981)
(30, 72.08834658590416)
(30, 67.33541428731232)
(30, 70.33836405311672)
(30, 72.02940223867726)
(30, 87.87227146848115)
(30, 70.36385825577774)
(30, 76.45390881010212)
(30, 77.0529271840447)
(30, 69.22854128476759)
(30, 62.48446291505036)
(30, 67.19120722708912)
(30, 59.96869396243143)
(30, 75.14048517601978)
(30, 75.93883405558965)
(30, 80.84067044328408)
(30, 80.52998985597462)
(30, 68.08444490858234)
(30, 74.06421776100557)
(30, 63.234509500934415)
(30, 75.56905219427289)
(30, 65.5169548217092)
(30, 69.27215607237056)
(30, 63.81035265732578)
(30, 68.04746192045391)
(30, 76.61520033318916)
(30, 76.76625934952649)
(30, 69.3055540270217)
(30, 67.13777452969606)
(30, 70.74787489734568)
(30, 73.28707760625846)
(30, 79.98564870866599)
(30, 71.6881221388574)
(30, 80.53924049599068)
(30, 74.91107630083594)
(30, 60.33305008879382)
(30, 77.85908995227)
(30, 61.213031710882454)
(30, 65.16660541911305)
(30, 69.79500487364959)
(30, 62.87046767763638)
(30, 55.57281486281776)
(30, 71.11143875568864)
(30, 83.85351725730328)
(30, 68.86041182817874)
(30, 63.96167481809026)
(30, 84.7995459026151)
(30, 73.14576991885505)
(30, 58.87114376960525)
(30, 56.71970522940455)
(30, 67.99661657718045)
(30, 65.87019306998788)
(30, 64.36918397617708)
(30, 67.69311003707732)
(30, 80.99130527720948)
(30, 66.31760786461314)
(30, 74.58973389976282)
(30, 69.4873320582474)
(30, 62.773578752175496)
(30, 80.94164468064393)
(30, 64.31954665930732)
(30, 89.38898824487165)
(30, 70.25152172419772)
(30, 68.69805609448152)
(30, 76.06947871931246)
(30, 70.7740430469384)
(30, 64.81983380994917)
(30, 73.89447030331081)
(30, 73.17364062229052)
(30, 72.415284835182)
(30, 70.53059224472915)
(30, 69.69923383563653)
(30, 80.66887099216792)
(30, 67.34148593234457)
(30, 67.49564275272532)
(30, 65.56223621616051)
(30, 71.92820634833475)
(30, 76.5577902545443)
(30, 69.91824570780928)
(30, 71.13008145441462)
(30, 77.78330141275433)
(30, 70.55052995299006)
(30, 64.3998357943003)
(30, 67.20890137299128)
(30, 79.34638402452158)
(30, 82.46212490982826)
(30, 63.46015425034388)
(30, 73.92365603885919)
(30, 75.19729636517863)
(30, 69.06450117917326)
(30, 67.16279921848997)
(30, 75.80007282624655)
(30, 60.64814950792983)
(30, 59.00595483878337)
(30, 66.2918185021296)
(30, 67.72383941795923)
(30, 69.86277750181927)
(30, 60.81089872741383)
(30, 83.38417477708272)
(30, 71.28508989752598)
(30, 84.88222730421232)
(30, 65.8262965021257)
(30, 82.15703154603389)
